state,county_name,office,district,candidate,magnitude,party,party_detailed
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,BROCK PIERCE,1,NA,NA
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,P&F,P&F
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,JESSE VENTURA,1,,
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,JOSEPH KISHORE,1,,
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,MARK CHARLES,1,,
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,NA,1,NA,NA
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,ROQUE (ROCKY) DE LA FUENTE GUERRA,1,AIP,AIP
CALIFORNIA,VENTURA,US PRESIDENT,FEDERAL,WRITE-IN,1,,
CALIFORNIA,VENTURA,US HOUSE,024,ANDY CALDWELL,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,US HOUSE,024,NA,1,NA,NA
CALIFORNIA,VENTURA,US HOUSE,024,SALUD CARBAJAL,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,US HOUSE,025,CHRISTY SMITH,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,US HOUSE,025,MIKE GARCIA,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,US HOUSE,025,NA,1,NA,NA
CALIFORNIA,VENTURA,US HOUSE,026,JULIA BROWNLEY,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,US HOUSE,026,NA,1,NA,NA
CALIFORNIA,VENTURA,US HOUSE,026,RONDA BALDWIN-KENNEDY,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,US HOUSE,030,BRAD SHERMAN,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,US HOUSE,030,MARK S. REED,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,US HOUSE,030,NA,1,NA,NA
CALIFORNIA,VENTURA,STATE SENATE,019,GARY J. MICHAELS,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,STATE SENATE,019,NA,1,NA,NA
CALIFORNIA,VENTURA,STATE SENATE,019,S. MONIQUE LIMAN,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,STATE SENATE,027,HENRY STERN,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,STATE SENATE,027,HOUMAN SALEM,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,STATE SENATE,027,NA,1,NA,NA
CALIFORNIA,VENTURA,STATE HOUSE,037,CHARLES W. COLE,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,STATE HOUSE,037,NA,1,NA,NA
CALIFORNIA,VENTURA,STATE HOUSE,037,STEVE BENNETT,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,STATE HOUSE,038,LUCIE LAPOINTE VOLOTZKY,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,STATE HOUSE,038,NA,1,NA,NA
CALIFORNIA,VENTURA,STATE HOUSE,038,SUZETTE MARTINEZ VALLADARES,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,STATE HOUSE,044,DENISE PEDROW,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,STATE HOUSE,044,JACQUI IRWIN,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,STATE HOUSE,044,NA,1,NA,NA
CALIFORNIA,VENTURA,STATE HOUSE,045,JEFFI GIRGENTI,1,REP,REPUBLICAN
CALIFORNIA,VENTURA,STATE HOUSE,045,JESSE GABRIEL,1,DEM,DEMOCRAT
CALIFORNIA,VENTURA,STATE HOUSE,045,NA,1,NA,NA
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,P&F,P&F
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,ROQUE (ROCKY) DE LA FUENTE GUERRA,1,AIP,AIP
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,,
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,MARK CHARLES,1,,
CALIFORNIA,YUBA,US PRESIDENT,FEDERAL,JESSE VENTURA,1,,
CALIFORNIA,YUBA,US HOUSE,003,UNDERVOTE?,1,,undervote
CALIFORNIA,YUBA,US HOUSE,003,JOHN GARAMENDI,1,DEM,DEMOCRAT
CALIFORNIA,YUBA,US HOUSE,003,TAMIKA HAMILTON,1,REP,REPUBLICAN
CALIFORNIA,YUBA,STATE HOUSE,003,UNDERVOTE?,1,,undervote
CALIFORNIA,YUBA,STATE HOUSE,003,JAMES GALLAGHER,1,REP,REPUBLICAN
CALIFORNIA,YUBA,STATE HOUSE,003,JAMES R. HENSON,1,DEM,DEMOCRAT
COLORADO,ADAMS,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
COLORADO,ADAMS,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
COLORADO,ADAMS,US PRESIDENT,FEDERAL,DON BLANKENSHIP,1,AM CON,AM CON
COLORADO,ADAMS,US PRESIDENT,FEDERAL,BILL HAMMONS,1,UNITY,UNITY
COLORADO,ADAMS,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
COLORADO,ADAMS,US PRESIDENT,FEDERAL,BLAKE HUBER,1,APV,APV
COLORADO,ADAMS,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
COLORADO,ADAMS,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,AMS,AMS
COLORADO,ADAMS,US PRESIDENT,FEDERAL,MARK CHARLES,1,UAF,UAF
COLORADO,ADAMS,US PRESIDENT,FEDERAL,PHIL COLLINS,1,PROHIB,PROHIB
COLORADO,ADAMS,US PRESIDENT,FEDERAL,ROQUE (ROCKY) DE LA FUENTE GUERRA,1,ALLIANCE,ALLIANCE
COLORADO,ADAMS,US PRESIDENT,FEDERAL,DARIO HUNTER,1,PROG,PROG
COLORADO,ADAMS,US PRESIDENT,FEDERAL,PRINCESS KHADIJAH MARYAM JACOB-FAMBRO,1,UAF,UAF
COLORADO,ADAMS,US PRESIDENT,FEDERAL,ALYSON KENNEDY,1,SWP,SWP
COLORADO,ADAMS,US PRESIDENT,FEDERAL,JOSEPH KISHORE,1,SOCEQU,SOCEQU
COLORADO,ADAMS,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE,1,IND AMER,IND AMER
COLORADO,ADAMS,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,SOCLIB,SOCLIB
COLORADO,ADAMS,US PRESIDENT,FEDERAL,JOE MCHUGH,1,UAF,UAF
COLORADO,ADAMS,US PRESIDENT,FEDERAL,BROCK PIERCE,1,UAF,UAF
COLORADO,ADAMS,US PRESIDENT,FEDERAL,JORDAN CANCER SCOTT,1,UAF,UAF
COLORADO,ADAMS,US PRESIDENT,FEDERAL,KANYE WEST,1,UAF,UAF
COLORADO,ADAMS,US PRESIDENT,FEDERAL,TODD CELLA,1,,
COLORADO,ADAMS,US PRESIDENT,FEDERAL,TOM HOEFLING,1,,
COLORADO,ADAMS,US SENATE,COLORADO,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,US SENATE,COLORADO,JOHN W. HICKENLOOPER,1,DEM,DEMOCRAT
COLORADO,ADAMS,US SENATE,COLORADO,CORY GARDNER,1,REP,REPUBLICAN
COLORADO,ADAMS,US SENATE,COLORADO,DANIEL DOYLE,1,APV,APV
COLORADO,ADAMS,US SENATE,COLORADO,STEPHAN (SEKU) EVANS,1,UNITY,UNITY
COLORADO,ADAMS,US SENATE,COLORADO,RAYMON ANTHONY DOANE,1,LBT,LIBERTARIAN
COLORADO,ADAMS,US SENATE,COLORADO,DANNY SKELLY,1,,
COLORADO,ADAMS,US SENATE,COLORADO,BRUCE LOHMILLER,1,,
COLORADO,ADAMS,US SENATE,COLORADO,MICHAEL SANCHEZ,1,,
COLORADO,ADAMS,US HOUSE,004,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,US HOUSE,004,IKE MCCORKLE,1,DEM,DEMOCRAT
COLORADO,ADAMS,US HOUSE,004,KEN BUCK,1,REP,REPUBLICAN
COLORADO,ADAMS,US HOUSE,004,BRUCE GRIFFITH,1,LBT,LIBERTARIAN
COLORADO,ADAMS,US HOUSE,004,LAURA IRELAND,1,UNITY,UNITY
COLORADO,ADAMS,US HOUSE,006,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,US HOUSE,006,STEVE HOUSE,1,REP,REPUBLICAN
COLORADO,ADAMS,US HOUSE,006,JASON CROW,1,DEM,DEMOCRAT
COLORADO,ADAMS,US HOUSE,006,JAIMIE LYNN KULIKOWSKI,1,UNITY,UNITY
COLORADO,ADAMS,US HOUSE,006,NORM OLSEN,1,LBT,LIBERTARIAN
COLORADO,ADAMS,US HOUSE,007,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,US HOUSE,007,CHARLES CASPER STOCKHAM,1,REP,REPUBLICAN
COLORADO,ADAMS,US HOUSE,007,ED PERLMUTTER,1,DEM,DEMOCRAT
COLORADO,ADAMS,US HOUSE,007,DAVID OLSZTA,1,UNITY,UNITY
COLORADO,ADAMS,US HOUSE,007,KEN BILES,1,LBT,LIBERTARIAN
COLORADO,ADAMS,US HOUSE,007,STEVE ZORN,1,,
COLORADO,ADAMS,STATE SENATE,021,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE SENATE,021,DOMINICK MORENO,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE SENATE,021,MARTA­N MENDEZ,1,REP,REPUBLICAN
COLORADO,ADAMS,STATE SENATE,025,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE SENATE,025,KEVIN PRIOLA,1,REP,REPUBLICAN
COLORADO,ADAMS,STATE SENATE,025,PAULA DICKERSON,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE HOUSE,030,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE HOUSE,030,KERRIE GUTIERREZ,1,REP,REPUBLICAN
COLORADO,ADAMS,STATE HOUSE,030,DAFNA MICHAELSON JENET,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE HOUSE,031,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE HOUSE,031,YADIRA CARAVEO,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE HOUSE,032,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE HOUSE,032,ADRIENNE BENAVIDEZ,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE HOUSE,032,TONY CAPUTO,1,REP,REPUBLICAN
COLORADO,ADAMS,STATE HOUSE,032,JASON CHAPMAN,1,LBT,LIBERTARIAN
COLORADO,ADAMS,STATE HOUSE,034,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE HOUSE,034,KYLE MULLICA,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE HOUSE,034,MARK BROMLEY,1,REP,REPUBLICAN
COLORADO,ADAMS,STATE HOUSE,034,ROB STUTZ,1,LBT,LIBERTARIAN
COLORADO,ADAMS,STATE HOUSE,035,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE HOUSE,035,SHANNON BIRD,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE HOUSE,035,ROGER LEHMAN,1,REP,REPUBLICAN
COLORADO,ADAMS,STATE HOUSE,056,UNDERVOTE?,1,,undervote
COLORADO,ADAMS,STATE HOUSE,056,ROD BOCKENFELD,1,REP,REPUBLICAN
COLORADO,ADAMS,STATE HOUSE,056,GIUGI CARMINATI,1,DEM,DEMOCRAT
COLORADO,ADAMS,STATE HOUSE,056,KEVIN GULBRANSON,1,LBT,LIBERTARIAN
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,DON BLANKENSHIP,1,AM CON,AM CON
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,BILL HAMMONS,1,UNITY,UNITY
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,BLAKE HUBER,1,APV,APV
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,AMS,AMS
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,MARK CHARLES,1,UAF,UAF
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,PHIL COLLINS,1,PROHIB,PROHIB
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,ROQUE (ROCKY) DE LA FUENTE GUERRA,1,ALLIANCE,ALLIANCE
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,DARIO HUNTER,1,PROG,PROG
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,ALYSON KENNEDY,1,SWP,SWP
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,JOSEPH KISHORE,1,SOCEQU,SOCEQU
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE,1,IND AMER,IND AMER
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,SOCLIB,SOCLIB
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,JOE MCHUGH,1,UAF,UAF
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,BROCK PIERCE,1,UAF,UAF
COLORADO,ALAMOSA,US PRESIDENT,FEDERAL,KANYE WEST,1,UAF,UAF
COLORADO,ALAMOSA,US SENATE,COLORADO,UNDERVOTE?,1,,undervote
COLORADO,ALAMOSA,US SENATE,COLORADO,JOHN W. HICKENLOOPER,1,DEM,DEMOCRAT
COLORADO,ALAMOSA,US SENATE,COLORADO,CORY GARDNER,1,REP,REPUBLICAN
COLORADO,ALAMOSA,US SENATE,COLORADO,DANIEL DOYLE,1,APV,APV
COLORADO,ALAMOSA,US SENATE,COLORADO,STEPHAN (SEKU) EVANS,1,UNITY,UNITY
COLORADO,ALAMOSA,US SENATE,COLORADO,RAYMON ANTHONY DOANE,1,LBT,LIBERTARIAN
COLORADO,ALAMOSA,US HOUSE,003,UNDERVOTE?,1,,undervote
COLORADO,ALAMOSA,US HOUSE,003,LAUREN BOEBERT,1,REP,REPUBLICAN
COLORADO,ALAMOSA,US HOUSE,003,DIANE E. MITSCH BUSH,1,DEM,DEMOCRAT
COLORADO,ALAMOSA,US HOUSE,003,JOHN RYAN KEIL,1,LBT,LIBERTARIAN
COLORADO,ALAMOSA,US HOUSE,003,CRITTER MILTON,1,UNITY,UNITY
COLORADO,ALAMOSA,STATE SENATE,035,UNDERVOTE?,1,,undervote
COLORADO,ALAMOSA,STATE SENATE,035,CLEAVE SIMPSON,1,REP,REPUBLICAN
COLORADO,ALAMOSA,STATE SENATE,035,CARLOS R. LOPEZ,1,DEM,DEMOCRAT
COLORADO,ALAMOSA,STATE HOUSE,062,UNDERVOTE?,1,,undervote
COLORADO,ALAMOSA,STATE HOUSE,062,DONALD E. VALDEZ,1,DEM,DEMOCRAT
COLORADO,ALAMOSA,STATE HOUSE,062,LOGAN TAGGART,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,DON BLANKENSHIP,1,AM CON,AM CON
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,BILL HAMMONS,1,UNITY,UNITY
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,BLAKE HUBER,1,APV,APV
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,AMS,AMS
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,MARK CHARLES,1,UAF,UAF
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,PHIL COLLINS,1,PROHIB,PROHIB
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,ROQUE (ROCKY) DE LA FUENTE GUERRA,1,ALLIANCE,ALLIANCE
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,DARIO HUNTER,1,PROG,PROG
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,PRINCESS KHADIJAH MARYAM JACOB-FAMBRO,1,UAF,UAF
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,ALYSON KENNEDY,1,SWP,SWP
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,JOSEPH KISHORE,1,SOCEQU,SOCEQU
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE,1,IND AMER,IND AMER
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,SOCLIB,SOCLIB
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,JOE MCHUGH,1,UAF,UAF
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,BROCK PIERCE,1,UAF,UAF
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,JORDAN CANCER SCOTT,1,UAF,UAF
COLORADO,ARAPAHOE,US PRESIDENT,FEDERAL,KANYE WEST,1,UAF,UAF
COLORADO,ARAPAHOE,US SENATE,COLORADO,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,US SENATE,COLORADO,JOHN W. HICKENLOOPER,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,US SENATE,COLORADO,CORY GARDNER,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,US SENATE,COLORADO,DANIEL DOYLE,1,APV,APV
COLORADO,ARAPAHOE,US SENATE,COLORADO,STEPHAN (SEKU) EVANS,1,UNITY,UNITY
COLORADO,ARAPAHOE,US SENATE,COLORADO,RAYMON ANTHONY DOANE,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,US SENATE,COLORADO,DANNY SKELLY,1,,
COLORADO,ARAPAHOE,US SENATE,COLORADO,BRUCE LOHMILLER,1,,
COLORADO,ARAPAHOE,US HOUSE,001,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,US HOUSE,001,SHANE BOLLING,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,US HOUSE,001,DIANA DEGETTE,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,US HOUSE,001,PAUL NOEL FIORINO,1,UNITY,UNITY
COLORADO,ARAPAHOE,US HOUSE,001,JAN KOK,1,APV,APV
COLORADO,ARAPAHOE,US HOUSE,001,KYLE FUREY,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,US HOUSE,004,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,US HOUSE,004,IKE MCCORKLE,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,US HOUSE,004,KEN BUCK,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,US HOUSE,004,BRUCE GRIFFITH,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,US HOUSE,004,LAURA IRELAND,1,UNITY,UNITY
COLORADO,ARAPAHOE,US HOUSE,006,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,US HOUSE,006,STEVE HOUSE,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,US HOUSE,006,JASON CROW,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,US HOUSE,006,JAIMIE LYNN KULIKOWSKI,1,UNITY,UNITY
COLORADO,ARAPAHOE,US HOUSE,006,NORM OLSEN,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,STATE SENATE,026,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE SENATE,026,JEFF BRIDGES,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE SENATE,026,BOB ROTH,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE SENATE,026,MARC SOLOMON,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,STATE SENATE,027,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE SENATE,027,CHRIS KOLKER,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE SENATE,027,SUZANNE STAIERT,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE SENATE,028,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE SENATE,028,KARL STECHER,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE SENATE,028,JANET BUCKNER,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE SENATE,029,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE SENATE,029,RHONDA FIELDS,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE SENATE,029,MICHELE POAGUE,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,STATE SENATE,031,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE SENATE,031,CHRIS HANSEN,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE SENATE,031,DOUG TOWNSEND,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,003,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,003,DEAN L. TITTERINGTON,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,003,MEG FROELICH,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,003,DAVID P. JURIST,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,STATE HOUSE,009,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,009,LARRY L. BRAIG,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,009,EMILY SIROTA,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,009,WES PINCHOT,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,STATE HOUSE,036,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,036,DUSTIN BISHOP,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,036,MIKE WEISSMAN,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,037,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,037,TOM SULLIVAN,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,037,CAROLINE CORNELL,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,038,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,038,DAVID ORTIZ,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,038,RICHARD CHAMPION,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,040,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,040,RICHARD A. BASSETT,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,040,NAQUETTA RICKS,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,040,ROB HARRISON,1,LBT,LIBERTARIAN
COLORADO,ARAPAHOE,STATE HOUSE,041,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,041,ROBERT BOB ANDREWS,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,041,IMAN JODEH,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,042,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,042,DOMINIQUE JACKSON,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,056,UNDERVOTE?,1,,undervote
COLORADO,ARAPAHOE,STATE HOUSE,056,ROD BOCKENFELD,1,REP,REPUBLICAN
COLORADO,ARAPAHOE,STATE HOUSE,056,GIUGI CARMINATI,1,DEM,DEMOCRAT
COLORADO,ARAPAHOE,STATE HOUSE,056,KEVIN GULBRANSON,1,LBT,LIBERTARIAN
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,DON BLANKENSHIP,1,AM CON,AM CON
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,BILL HAMMONS,1,UNITY,UNITY
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,BLAKE HUBER,1,APV,APV
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,AMS,AMS
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,MARK CHARLES,1,UAF,UAF
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,PHIL COLLINS,1,PROHIB,PROHIB
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,PRINCESS KHADIJAH MARYAM JACOB-FAMBRO,1,UAF,UAF
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,KYLE KENLEY KOPITKE,1,IND AMER,IND AMER
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,SOCLIB,SOCLIB
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,JOE MCHUGH,1,UAF,UAF
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,BROCK PIERCE,1,UAF,UAF
COLORADO,ARCHULETA,US PRESIDENT,FEDERAL,KANYE WEST,1,UAF,UAF
COLORADO,ARCHULETA,US SENATE,COLORADO,UNDERVOTE?,1,,undervote
COLORADO,ARCHULETA,US SENATE,COLORADO,JOHN W. HICKENLOOPER,1,DEM,DEMOCRAT
