state,office,district,candidate_medsl,candidate_harvard,party_detailed,issue,writein,fixed error?
NEW JERSEY,US HOUSE,005,RUSSELL HENDERSEN,RUSSELL HENDERSEN,,,yes,
NEW JERSEY,US HOUSE,005,SCOTT YOUNG,SCOTT YOUNG,,,yes,
NEW JERSEY,US HOUSE,005,VERMIN SUPREME,VERMIN SUPREME,,,yes,
NEW JERSEY,US HOUSE,006,AMANI AL KHUTAHBEN,AMANI AL-KHUTAHBEN,,,yes,
NEW JERSEY,US HOUSE,006,ARTHUR J WEIMER,ARTHUR J. WEIMER,,,yes,
NEW JERSEY,US HOUSE,006,AUSTIN JAMES,AUSTIN JAMES,,,yes,
NEW JERSEY,US HOUSE,006,BARBARA BAUER,BARBARA BAUER,,,yes,
NEW JERSEY,US HOUSE,006,BRUCE BERENT,BRUCE BERENT,,,yes,
NEW JERSEY,US HOUSE,006,EDWARD GEWAMINO,EDWARD GEWAMINO,,,yes,
NEW JERSEY,US HOUSE,006,ERICA HIRSCH,ERICA HIRSCH,,,yes,
NEW JERSEY,US HOUSE,006,JAMES CASEY,JAMES CASEY,,,yes,
NEW JERSEY,US HOUSE,006,RISHI MALHOTRA,RISHI MALHOTRA,,,yes,
NEW JERSEY,US HOUSE,006,RUSS CIRINCIONE,RUSS CIRINCIONE,,,yes,
NEW JERSEY,US HOUSE,007,ROBERT TRUGENAH,ROBERT TRUGENAH,,,yes,
NEW JERSEY,US HOUSE,007,ROSEMARY BEECHI,ROSEMARY BEECHI,,,yes,
NEW JERSEY,US HOUSE,007,VERONICA FERNANDEZ,VERONICA FERNANDEZ,,,yes,
NEW JERSEY,US HOUSE,008,AIBIO SIRES,AIBIO SIRES,,,yes,
NEW JERSEY,US HOUSE,008,AKIL KHALKANI,AKIL KHALKANI,,,yes,
NEW JERSEY,US HOUSE,008,AMY WILSON,AMY WILSON,,,yes,
NEW JERSEY,US HOUSE,008,ANA RIVERA,ANA RIVERA,,,yes,
NEW JERSEY,US HOUSE,008,ANAY RIVERA,ANAY RIVERA,,,yes,
NEW JERSEY,US HOUSE,008,ANDREW FROMETA,ANDREW FROMETA,,,yes,
NEW JERSEY,US HOUSE,008,ANTHONY ROMANO,ANTHONY ROMANO,,,yes,
NEW JERSEY,US HOUSE,008,ARA SCHUELLNAST,ARA SCHUELLNAST,,,yes,
NEW JERSEY,US HOUSE,008,AYLA SCHERMER,AYLA SCHERMER,,,yes,
NEW JERSEY,US HOUSE,008,BARBARA BYERS,BARBARA BYERS,,,yes,
NEW JERSEY,US HOUSE,008,BERNIE SANDERS,BERNIE SANDERS,,,yes,
NEW JERSEY,US HOUSE,008,BILL KEATHING,BILL KEATHING,,,yes,
NEW JERSEY,US HOUSE,008,BRIAN FOKKEN,BRIAN FOKKEN,,,yes,
NEW JERSEY,US HOUSE,008,BRIAN WAGNER,BRIAN WAGNER,,,yes,
NEW JERSEY,US HOUSE,008,CANDANCE WAGNER,CANDANCE WAGNER,,,yes,
NEW JERSEY,US HOUSE,008,CAROL KEERAN,CAROL KEERAN,,,yes,
NEW JERSEY,US HOUSE,008,CHERYL FALLICK,CHERYL FALLICK,,,yes,
NEW JERSEY,US HOUSE,008,CORY FERRER,CORY FERRER,,,yes,
NEW JERSEY,US HOUSE,008,CRASH KEYES,CRASH KEYES,,,yes,
NEW JERSEY,US HOUSE,008,CTHULHU,CTHULHU,,,yes,
NEW JERSEY,US HOUSE,008,DAMEL J WILEY,DAMEL J. WILEY,,,yes,
NEW JERSEY,US HOUSE,008,DANIEL RODRIGUEZ,DANIEL RODRIGUEZ,,,yes,
NEW JERSEY,US HOUSE,008,DARTH VADER,DARTH VADER,,,yes,
NEW JERSEY,US HOUSE,008,DONALD DUCK,DONALD DUCK,,,yes,
NEW JERSEY,US HOUSE,008,EARL ALLBROOK,EARL ALLBROOK,,,yes,
NEW JERSEY,US HOUSE,008,EDOLON VRYCHE,EDOLON VRYCHE,,,yes,
NEW JERSEY,US HOUSE,008,EDWARD FORCLTION,EDWARD FORCLTION,,,yes,
NEW JERSEY,US HOUSE,008,ELLEN SIMON,ELLEN SIMON,,,yes,
NEW JERSEY,US HOUSE,008,ELOY DELPADO,ELOY DELPADO,,,yes,
NEW JERSEY,US HOUSE,008,ERIC FLEMING,ERIC FLEMING,,,yes,
NEW JERSEY,US HOUSE,008,ERIC SCHMALZBANER,ERIC SCHMALZBANER,,,yes,
NEW JERSEY,US HOUSE,008,ERIKA BERRY,ERIKA BERRY,,,yes,
NEW JERSEY,US HOUSE,008,ERROL W MIRANDA,ERROL W. MIRANDA,,,yes,
NEW JERSEY,US HOUSE,008,EUGENE DEBS,EUGENE DEBS,,,yes,
NEW JERSEY,US HOUSE,008,FOR MEMBER OF THE HOUSE OF REPRESENTATIVES 8TH CONGRESSIONAL DISTRICT,,,yes,,
NEW JERSEY,US HOUSE,008,FRANCISCO J MIAUELI,FRANCISCO J. MIAUELI,,,yes,
NEW JERSEY,US HOUSE,008,FRANK SPENCER,FRANK SPENCER,,,yes,
NEW JERSEY,US HOUSE,008,HECTOR OSEGUERA,HECTOR OSEGUERA,,,yes,
NEW JERSEY,US HOUSE,008,HENRY LOPEZ,HENRY LOPEZ,,,yes,
NEW JERSEY,US HOUSE,008,HERMANN OSPINO,HERMANN OSPINO,,,yes,
NEW JERSEY,US HOUSE,008,IAN BULTEN,IAN BULTEN,,,yes,
NEW JERSEY,US HOUSE,008,ISIAH S SIMMONS,ISIAH S. SIMMONS,,,yes,
NEW JERSEY,US HOUSE,008,IVAN PETROVSKY,IVAN PETROVSKY,,,yes,
NEW JERSEY,US HOUSE,008,JACK M EVERHART,JACK M. EVERHART,,,yes,
NEW JERSEY,US HOUSE,008,JAI PATEL,JAI PATEL,,,yes,
NEW JERSEY,US HOUSE,008,JAMES RADHALIAN,JAMES RADHALIAN,,,yes,
NEW JERSEY,US HOUSE,008,JAMES WREFLING,JAMES WREFLING,,,yes,
NEW JERSEY,US HOUSE,008,JENNIFER ZEZAS,JENNIFER ZEZAS,,,yes,
NEW JERSEY,US HOUSE,008,JERRIMIAH HEALY,JERRIMIAH HEALY,,,yes,
NEW JERSEY,US HOUSE,008,JERRY WALKER,JERRY WALKER,,,yes,
NEW JERSEY,US HOUSE,008,JOE ROGAN,JOE ROGAN,,,yes,
NEW JERSEY,US HOUSE,008,JOHN FLORA,JOHN FLORA,,,yes,
NEW JERSEY,US HOUSE,008,JOHN PAUL STACZ,JOHN PAUL STACZ,,,yes,
NEW JERSEY,US HOUSE,008,JORDAN SELLECK,JORDAN SELLECK,,,yes,
NEW JERSEY,US HOUSE,008,JOSE C MUNOZ,JOSE C. MUNOZ,,,yes,
NEW JERSEY,US HOUSE,008,KANYE WEST,KANYE WEST,,,yes,
NEW JERSEY,US HOUSE,008,KEANNA DT,KEANNA DT,,,yes,
NEW JERSEY,US HOUSE,008,KEELAN HIGGINS,KEELAN HIGGINS,,,yes,
NEW JERSEY,US HOUSE,008,LARRY HUMM,LARRY HUMM,,,yes,
NEW JERSEY,US HOUSE,008,LILLY MARTINEZ,LILLY MARTINEZ,,,yes,
NEW JERSEY,US HOUSE,008,LUCILLE OSBORN,LUCILLE OSBORN,,,yes,
NEW JERSEY,US HOUSE,008,MARCUS TORRES,MARCUS TORRES,,,yes,
NEW JERSEY,US HOUSE,008,MARIA RUIZ,MARIA RUIZ,,,yes,
NEW JERSEY,US HOUSE,008,MARK DI QUATTRO,MARK DI QUATTRO,,,yes,
NEW JERSEY,US HOUSE,008,MARTIN WEBER,MARTIN WEBER,,,yes,
NEW JERSEY,US HOUSE,008,MAXINE LOPEZ,MAXINE LOPEZ,,,yes,
NEW JERSEY,US HOUSE,008,MIA ACOSTA,MIA ACOSTA,,,yes,
NEW JERSEY,US HOUSE,008,MIA LEE GORDON,MIA LEE GORDON,,,yes,
NEW JERSEY,US HOUSE,008,MICHAEL EKLADIOUS,MICHAEL EKLADIOUS,,,yes,
NEW JERSEY,US HOUSE,008,MICHAEL TAYLOR,MICHAEL TAYLOR,,,yes,
NEW JERSEY,US HOUSE,008,MINA EKLADIOUS,MINA EKLADIOUS,,,yes,
NEW JERSEY,US HOUSE,008,MINNIE MOUSE,MINNIE MOUSE,,,yes,
NEW JERSEY,US HOUSE,008,MIRIAM A BURT,MIRIAM A. BURT,,,yes,
NEW JERSEY,US HOUSE,008,NANCY PELOSI,NANCY PELOSI,,,yes,
NEW JERSEY,US HOUSE,008,NEAL KINIERY,NEAL KINIERY,,,yes,
NEW JERSEY,US HOUSE,008,NON DAN DELANEY,,libertarian,,,
NEW JERSEY,US HOUSE,008,NP5 DAN DELANEY,,libertarian,,,
NEW JERSEY,US HOUSE,008,PABLO OLIVERO,PABLO OLIVERO,,,yes,
NEW JERSEY,US HOUSE,008,PABLO R OLIVERA,PABLO R. OLIVERA,,,yes,
NEW JERSEY,US HOUSE,008,PATRICK TOUSSAINT,PATRICK TOUSSAINT,,,yes,
NEW JERSEY,US HOUSE,008,PERCY JOHNSON,PERCY JOHNSON,,,yes,
NEW JERSEY,US HOUSE,008,RAMY YOUSEFF,RAMY YOUSEFF,,,yes,
NEW JERSEY,US HOUSE,008,RAUL GONZALEZ,RAUL GONZALEZ,,,yes,
NEW JERSEY,US HOUSE,008,REBECCA MILLER,REBECCA MILLER,,,yes,
NEW JERSEY,US HOUSE,008,ROBERT HAMPTON,ROBERT HAMPTON,,,yes,
NEW JERSEY,US HOUSE,008,RONALD BELL,RONALD BELL,,,yes,
NEW JERSEY,US HOUSE,008,RUSSELL W ODERO,RUSSELL W. ODERO,,,yes,
NEW JERSEY,US HOUSE,008,SAM MARTINO,SAM MARTINO,,,yes,
NEW JERSEY,US HOUSE,008,SERGIO HERNANDEZ,SERGIO HERNANDEZ,,,yes,
NEW JERSEY,US HOUSE,008,SIOBHAN HESTER,SIOBHAN HESTER,,,yes,
NEW JERSEY,US HOUSE,008,SUSAN CAPOLONZA,SUSAN CAPOLONZA,,,yes,
NEW JERSEY,US HOUSE,008,TEDDY NEAL,TEDDY NEAL,,,yes,
NEW JERSEY,US HOUSE,008,TOMAS BOCCELLARI,TOMAS BOCCELLARI,,,yes,
NEW JERSEY,US HOUSE,008,TULSI GABBARD,TULSI GABBARD,,,yes,
NEW JERSEY,US HOUSE,008,WIL SHEEHAN,WIL SHEEHAN,,,yes,
NEW JERSEY,US HOUSE,008,WILL SHEEHAN,WILL SHEEHAN,,,yes,
NEW JERSEY,US HOUSE,008,WILL SHEEMIN,WILL SHEEMIN,,,yes,
NEW JERSEY,US HOUSE,008,WILLIAM PEREZ,WILLIAM PEREZ,,,yes,
NEW JERSEY,US HOUSE,008,WINNIE THE PIGGY,WINNIE THE PIGGY,,,yes,
NEW JERSEY,US HOUSE,008,YUDENIA MESA DOMINGUEZ,YUDENIA MESA DOMINGUEZ,,,yes,
NEW JERSEY,US HOUSE,009,ABOUR RAKIB,ABOUR RAKIB,,,yes,
NEW JERSEY,US HOUSE,009,ADAM SANDLER,ADAM SANDLER,,,yes,
NEW JERSEY,US HOUSE,009,ADRIAN A BETANCOURT,ADRIAN A. BETANCOURT,,,yes,
NEW JERSEY,US HOUSE,009,ADRIANA DOMINGUEZ,ADRIANA DOMINGUEZ,,,yes,
NEW JERSEY,US HOUSE,009,ALEXANDRIA OCASIO CORTEZ,ALEXANDRIA OCASIO-CORTEZ,,,yes,
NEW JERSEY,US HOUSE,009,ALP BASARAN,ALP BASARAN,,,yes,
NEW JERSEY,US HOUSE,009,ANTONIA ESPERANZA,ANTONIA ESPERANZA,,,yes,
NEW JERSEY,US HOUSE,009,BAKER ASSAF,BAKER ASSAF,,,yes,
NEW JERSEY,US HOUSE,009,BEN WINCELBERG,BEN WINCELBERG,,,yes,
NEW JERSEY,US HOUSE,009,BERNIE SANDERS,BERNIE SANDERS,,,yes,
NEW JERSEY,US HOUSE,009,BILL MC COY,BILL MCCOY,,,yes,
NEW JERSEY,US HOUSE,009,BOBBY SHMURDA,BOBBY SHMURDA,,,yes,
NEW JERSEY,US HOUSE,009,BRIAN HENRY,BRIAN HENRY,,,yes,
NEW JERSEY,US HOUSE,009,BRUCE WAYNE,BRUCE WAYNE,,,yes,
NEW JERSEY,US HOUSE,009,BRYANT GIRON,BRYANT GIRON,,,yes,
NEW JERSEY,US HOUSE,009,CARL A SINGER,CARL A. SINGER,,,yes,
NEW JERSEY,US HOUSE,009,CARLOS ABREU,CARLOS ABREU,,,yes,
NEW JERSEY,US HOUSE,009,CHRIS AURIEMMA NON,CHRIS AURIEMMA,NBP,,,
NEW JERSEY,US HOUSE,009,CHRISTOPHER CANNELLA,CHRISTOPHER CANNELLA,,,yes,
NEW JERSEY,US HOUSE,009,CLARKE JACKSON,CLARKE JACKSON,,,yes,
NEW JERSEY,US HOUSE,009,DARRIN MILES,DARRIN MILES,,,yes,
NEW JERSEY,US HOUSE,009,DONNELL R SHEARIN,DONNELL R. SHEARIN,,,yes,
NEW JERSEY,US HOUSE,009,ELISABETH DELLO BUORO,ELISABETH DELLO BUORO,,,yes,
NEW JERSEY,US HOUSE,009,ELVIS PINOS,ELVIS PINOS,,,yes,
NEW JERSEY,US HOUSE,009,ETHAN RUFFILO,ETHAN RUFFILO,,,yes,
NEW JERSEY,US HOUSE,009,EYAD RAMADON,EYAD RAMADON,,,yes,
NEW JERSEY,US HOUSE,009,FOR MEMBER OF THE HOUSE OF REPRESENTATIVES 9TH CONGRESSIONAL DISTRICT,,,yes,,
NEW JERSEY,US HOUSE,009,FREE MUMIA,FREE MUMIA,,,yes,
NEW JERSEY,US HOUSE,009,GAIL ZAKUTINSKY,GAIL ZAKUTINSKY,,,yes,
NEW JERSEY,US HOUSE,009,GERARD ABBOTT,GERARD ABBOTT,,,yes,
NEW JERSEY,US HOUSE,009,GITTY MARKOWITZ,GITTY MARKOWITZ,,,yes,
NEW JERSEY,US HOUSE,009,GLEN PRYOR,GLEN PRYOR,,,yes,
NEW JERSEY,US HOUSE,009,HUSNI DAGHASH,HUSNI DAGHASH,,,yes,
NEW JERSEY,US HOUSE,009,JANTE BAGH,JANTE BAGH,,,yes,
NEW JERSEY,US HOUSE,009,JESUS CHRIST,JESUS CHRIST,,,yes,
NEW JERSEY,US HOUSE,009,JOEL D MATALON,JOEL D. MATALON,,,yes,
NEW JERSEY,US HOUSE,009,JOHN DOE,JOHN DOE,,,yes,
NEW JERSEY,US HOUSE,009,JOHN MIRRIONE,JOHN MIRRIONE,libertarian,,yes,
NEW JERSEY,US HOUSE,009,JONATHAN SACKS,JONATHAN SACKS,,,yes,
NEW JERSEY,US HOUSE,009,KANAAN ABEDRABBO,KANAAN ABEDRABBO,,,yes,
NEW JERSEY,US HOUSE,009,KANYE WEST,KANYE WEST,,,yes,
NEW JERSEY,US HOUSE,009,KANYE WEST2,KANYE WEST,,,yes,
NEW JERSEY,US HOUSE,009,KEIRA MURPHY MARROTE,KEIRA MURPHY MARROTE,,,yes,
NEW JERSEY,US HOUSE,009,KISROEL HEIFETZ,KISROEL HEIFETZ,,,yes,
NEW JERSEY,US HOUSE,009,LA VAR REYNOLDS,LAVAR REYNOLDS,,,yes,
NEW JERSEY,US HOUSE,009,LAMAR E MILLER,LAMAR E. MILLER,,,yes,
NEW JERSEY,US HOUSE,009,MADELYN R HOFFMAN,MADELYN R. HOFFMAN,,,yes,
NEW JERSEY,US HOUSE,009,MARIA NUNEZ,MARIA NUNEZ,,,yes,
NEW JERSEY,US HOUSE,009,MARINALLY TAVAREZ,MARINALLY TAVAREZ,,,yes,
NEW JERSEY,US HOUSE,009,MARY K GAESTEL,MARY K. GAESTEL,,,yes,
NEW JERSEY,US HOUSE,009,MAYRA DE LOS SANTOS,MAYRA DE LOS SANTOS,,,yes,
NEW JERSEY,US HOUSE,009,MICHAEL JACKSON III,"MICHAEL JACKSON, III",,,yes,
NEW JERSEY,US HOUSE,009,MIKIE SHERRILL,MIKIE SHERRILL,WRITEIN,,,
NEW JERSEY,US HOUSE,009,NANCY PELOSI,NANCY PELOSI,,,yes,
NEW JERSEY,US HOUSE,009,NONE,,,,yes,
NEW JERSEY,US HOUSE,009,NP3 CHRIS AURIEMMA,CHRIS AURIEMMA,NP,,,
NEW JERSEY,US HOUSE,009,OMAR LEDESMA,OMAR LEDESMA,,,yes,
NEW JERSEY,US HOUSE,009,PATRICIA RIVERA,PATRICIA RIVERA,,,yes,
NEW JERSEY,US HOUSE,009,PATRICK DOREMUS,PATRICK DOREMUS,,,yes,
NEW JERSEY,US HOUSE,009,ROBERT CASTRONOVO,ROBERT CASTRONOVO,,,yes,
NEW JERSEY,US HOUSE,009,RU PAUL,RU PAUL,,,yes,
NEW JERSEY,US HOUSE,009,SETH ROGAN,SETH ROGAN,,,yes,
NEW JERSEY,US HOUSE,009,STEPHEN J MOSS,STEPHEN J. MOSS,,,yes,
NEW JERSEY,US HOUSE,009,STEVE CINER,STEVE CINER,,,yes,
NEW JERSEY,US HOUSE,009,TAMARA BARSIK,TAMARA BARSIK,,,yes,
NEW JERSEY,US HOUSE,009,TAMARA BARSIK2,TAMARA BARSIK,,,yes,
NEW JERSEY,US HOUSE,009,VELMA D HODGE,VELMA D. HODGE,,,yes,
NEW JERSEY,US HOUSE,009,WELVIN HARRIS,WELVIN HARRIS,,,yes,
NEW JERSEY,US HOUSE,009,WILLIAM GIBSON,WILLIAM GIBSON,,,yes,
NEW JERSEY,US HOUSE,009,YUSUF AWAWDEH,YUSUF AWAWDEH,,,yes,
NEW JERSEY,US HOUSE,009,ZINA SPETAKIS,ZINA SPETAKIS,,,yes,
NEW JERSEY,US HOUSE,009,ZINA SPEZAKIS,ZINA SPEZAKIS,,,yes,
NEW JERSEY,US HOUSE,009,ZINOVIA SPEZAKIS,ZINOVIA SPEZAKIS,,,yes,
NEW JERSEY,US HOUSE,010,ABOLISH LINE,ABOLISH LINE,,,yes,
NEW JERSEY,US HOUSE,010,AKIL KHALFANI,AKIL KHALFANI,INDEPENDENT,,,
NEW JERSEY,US HOUSE,010,AL BALNICKI,AL BALNICKI,,,yes,
NEW JERSEY,US HOUSE,010,ANDRE LOVE,ANDRE LOVE,,,yes,
NEW JERSEY,US HOUSE,010,ANTHONY ROBBINS,ANTHONY ROBBINS,,,yes,
NEW JERSEY,US HOUSE,010,BERNIE SANDERS,BERNIE SANDERS,,,yes,
NEW JERSEY,US HOUSE,010,BLACK BUSINESS CAPITAL,BLACK BUSINESS CAPITAL,,,yes,
NEW JERSEY,US HOUSE,010,BLACK LIVES MATTER,BLACK LIVES MATTER,,,yes,
NEW JERSEY,US HOUSE,010,BOB B,,,,yes,
NEW JERSEY,US HOUSE,010,BRIDGETTE HOOPER,BRIDGETTE HOOPER,,,yes,
NEW JERSEY,US HOUSE,010,CANDICE WAGNER,CANDICE WAGNER,,,yes,
NEW JERSEY,US HOUSE,010,CAROL N MORGAN BROWN,CAROL N. MORGAN BROWN,,,yes,
NEW JERSEY,US HOUSE,010,CASSANDRA DOCK,CASSANDRA DOCK,,,yes,
NEW JERSEY,US HOUSE,010,CHARITY HAYGOOD,CHARITY HAYGOOD,,,yes,
NEW JERSEY,US HOUSE,010,CLEVELAND ORENTHAL BROWN,CLEVELAND ORENTHAL BROWN,,,yes,
NEW JERSEY,US HOUSE,010,COREY PARYEEN,COREY PARYEEN,,,yes,
NEW JERSEY,US HOUSE,010,DAN BARREHIA,DAN BARREHIA,,,yes,
NEW JERSEY,US HOUSE,010,DEBRA SALTERS,DEBRA SALTERS,,,yes,
NEW JERSEY,US HOUSE,010,DEREK J SMITH,DEREK J. SMITH,,,yes,
NEW JERSEY,US HOUSE,010,DERIN THORPE,DERIN THORPE,,,yes,
NEW JERSEY,US HOUSE,010,DOCCIA WATSON,DOCCIA WATSON,,,yes,
NEW JERSEY,US HOUSE,010,DONALD KERLAEY,DONALD KERLAEY,,,yes,
NEW JERSEY,US HOUSE,010,DONALD PAYNE JR,,DEMOCRAT,,,
NEW JERSEY,US HOUSE,010,DONALD ZIET,DONALD ZIET,,,yes,
NEW JERSEY,US HOUSE,010,DWAYNE JOHNSON,DWAYNE JOHNSON,,,yes,
NEW JERSEY,US HOUSE,010,ERNESTO BARET,ERNESTO BARET,,,yes,
NEW JERSEY,US HOUSE,010,EUGINE MAZO,EUGINE MAZO,,,yes,
NEW JERSEY,US HOUSE,010,HECTOR O OSEGERA,HECTOR O. OSEGERA,,,yes,
NEW JERSEY,US HOUSE,010,JAMES GILLES,JAMES GILLES,,,yes,
NEW JERSEY,US HOUSE,010,JEFFERSON VAN DREW,JEFFERSON VAN DREW,,,yes,
NEW JERSEY,US HOUSE,010,JESUS CHRIST,JESUS CHRIST,,,yes,
NEW JERSEY,US HOUSE,010,JOHN FLORA,JOHN FLORA,,,yes,
NEW JERSEY,US HOUSE,010,JOHN J FLORA,JOHN J. FLORA,,,yes,
NEW JERSEY,US HOUSE,010,JUSTIN ERUIN,JUSTIN ERUIN,,,yes,
NEW JERSEY,US HOUSE,010,KANYE WEST,KANYE WEST,,,yes,
NEW JERSEY,US HOUSE,010,KEAN MC GONLEY,KEAN MCGONLEY,,,yes,
NEW JERSEY,US HOUSE,010,KEANU REEVES,KEANU REEVES,,,yes,
NEW JERSEY,US HOUSE,010,KEGAN T SHEEHAN,KEGAN T. SHEEHAN,,,yes,
NEW JERSEY,US HOUSE,010,KIMBERELY THOMSON,KIMBERELY THOMSON,,,yes,
NEW JERSEY,US HOUSE,010,KRYSTAL BALL,KRYSTAL BALL,,,yes,
NEW JERSEY,US HOUSE,010,L HARVEY SMITH,L HARVEY SMITH,,,yes,
NEW JERSEY,US HOUSE,010,LAWRENCE HAMM,LAWRENCE HAMM,,,yes,
NEW JERSEY,US HOUSE,010,LAWRENCE KOCHOA,LAWRENCE KOCHOA,,,yes,
NEW JERSEY,US HOUSE,010,LEE GLANTZ,LEE GLANTZ,,,yes,
NEW JERSEY,US HOUSE,010,MARTY BRYDE,MARTY BRYDE,,,yes,
NEW JERSEY,US HOUSE,010,MATCEN TANG,MATCEN TANG,,,yes,
NEW JERSEY,US HOUSE,010,MAX POWERS,MAX POWERS,,,yes,
NEW JERSEY,US HOUSE,010,MBYE FAAL,MBYE FAAL,,,yes,
NEW JERSEY,US HOUSE,010,MICHAEL ANDERSON,MICHAEL ANDERSON,,,yes,
NEW JERSEY,US HOUSE,010,MICHELLE OBAMA,MICHELLE OBAMA,,,yes,
NEW JERSEY,US HOUSE,010,MOHAMED SOLEIMAN,MOHAMED SOLEIMAN,,,yes,
NEW JERSEY,US HOUSE,010,NON AKIL KHALFANI,AKIL KHALFANI,INDEPENDENT,,yes,
NEW JERSEY,US HOUSE,010,NON JOHN MIRRIONE,JOHN MIRRIONE,libertarian,,,
NEW JERSEY,US HOUSE,010,NON KHALIAH FITCHETTE,KHALIAH FITCHETTE,NON,,,
NEW JERSEY,US HOUSE,010,PATRICK AYLWARD,PATRICK AYLWARD,,,yes,
NEW JERSEY,US HOUSE,010,QUADIR SELVY,QUADIR SELVY,,,yes,
NEW JERSEY,US HOUSE,010,RAS BARAKA,RAS BARAKA,,,yes,
NEW JERSEY,US HOUSE,010,RAS BARAKA2,RAS BARAKA,,,yes,
NEW JERSEY,US HOUSE,010,RICKY CHERY,RICKY CHERY,,,yes,
NEW JERSEY,US HOUSE,010,ROBERT EDWARD FORCHION JR,"ROBERT EDWARD FORCHION, JR.",,,yes,
NEW JERSEY,US HOUSE,010,ROBERT MESS,ROBERT MESS,,,yes,
NEW JERSEY,US HOUSE,010,ROSA WILLIAMS,ROSA WILLIAMS,,,yes,
NEW JERSEY,US HOUSE,010,S BERNARD SCHWARZ,S. BERNARD SCHWARZ,,,yes,
NEW JERSEY,US HOUSE,010,SARA SEARCA,SARA SEARCA,,,yes,
NEW JERSEY,US HOUSE,010,SARAH MCQUEEN,SARAH MCQUEEN,,,yes,
NEW JERSEY,US HOUSE,010,SCOTT KISCH,SCOTT KISCH,,,yes,
NEW JERSEY,US HOUSE,010,SIDNEY GOMES,SIDNEY GOMES,,,yes,
NEW JERSEY,US HOUSE,010,STEVEN FULOP,STEVEN FULOP,,,yes,
NEW JERSEY,US HOUSE,010,STUART A CHRISTIE,STUART A. CHRISTIE,,,yes,
NEW JERSEY,US HOUSE,010,SUAH YELHEH,SUAH YELHEH,,,yes,
NEW JERSEY,US HOUSE,010,THOMAS NESBIT,THOMAS NESBIT,,,yes,
NEW JERSEY,US HOUSE,010,TOBY BAKIN,TOBY BAKIN,,,yes,
NEW JERSEY,US HOUSE,010,UNAR SHEIKH,UNAR SHEIKH,,,yes,
NEW JERSEY,US HOUSE,010,VIC DELUCA,VIC DELUCA,,,yes,
NEW JERSEY,US HOUSE,010,WAYNE SMITH,WAYNE SMITH,,,yes,
NEW JERSEY,US HOUSE,010,WILLIAM SEEMAN,WILLIAM SEEMAN,,,yes,
NEW JERSEY,US HOUSE,011,ADINA GELATZ,ADINA GELATZ,,,yes,
NEW JERSEY,US HOUSE,011,AJAMU BARAKA,AJAMU BARAKA,,,yes,
NEW JERSEY,US HOUSE,011,AKIL KRLALFAUI,AKIL KRLALFAUI,,,yes,
NEW JERSEY,US HOUSE,011,ANTHONY SCUVY,ANTHONY SCUVY,,,yes,
NEW JERSEY,US HOUSE,011,ARTHUR KATZ,ARTHUR KATZ,,,yes,
NEW JERSEY,US HOUSE,011,BARRY JENSEN,BARRY JENSEN,,,yes,
NEW JERSEY,US HOUSE,011,BERNIE SANDERS,BERNIE SANDERS,,,yes,
NEW JERSEY,US HOUSE,011,BORIS ZAYDEL,BORIS ZAYDEL,,,yes,
NEW JERSEY,US HOUSE,011,CAITLIN LISTON,CAITLIN LISTON,,,yes,
NEW JERSEY,US HOUSE,011,CAMERON WINDEL,CAMERON WINDEL,,,yes,
NEW JERSEY,US HOUSE,011,CARLA J VOLPE,CARLA J. VOLPE,,,yes,
NEW JERSEY,US HOUSE,011,CHUCK NORRIS,CHUCK NORRIS,,,yes,
NEW JERSEY,US HOUSE,011,DANNY DEVITO,DANNY DEVITO,,,yes,
NEW JERSEY,US HOUSE,011,DAVID TYREC,DAVID TYREC,,,yes,
NEW JERSEY,US HOUSE,011,DAVID WRIGHT,DAVID WRIGHT,,,yes,
NEW JERSEY,US HOUSE,011,DEBRA ANDRIANI,DEBRA ANDRIANI,,,yes,
NEW JERSEY,US HOUSE,011,DJ KHALID,DJ KHALID,,,yes,
NEW JERSEY,US HOUSE,011,DON KEATING,DON KEATING,,,yes,
NEW JERSEY,US HOUSE,011,DONALD DUCK,DONALD DUCK,,,yes,
NEW JERSEY,US HOUSE,011,FLOYD VIVINO,FLOYD VIVINO,,,yes,
NEW JERSEY,US HOUSE,011,FRANK HARRIS,FRANK HARRIS,,,yes,
NEW JERSEY,US HOUSE,011,GARY LANZO,GARY LANZO,,,yes,
NEW JERSEY,US HOUSE,011,GREGORY KING,GREGORY KING,,,yes,
NEW JERSEY,US HOUSE,011,HARAMBE,HARAMBE,,,yes,
NEW JERSEY,US HOUSE,011,HUEY NEWTON,HUEY NEWTON,,,yes,
NEW JERSEY,US HOUSE,011,ITACHI,ITACHI,,,yes,
NEW JERSEY,US HOUSE,011,JAIME MORALES,JAIME MORALES,,,yes,
NEW JERSEY,US HOUSE,011,JAMES COLEMAN,JAMES COLEMAN,,,yes,
NEW JERSEY,US HOUSE,011,JAMES SAMSON,JAMES SAMSON,,,yes,
NEW JERSEY,US HOUSE,011,JANICE JOHNSON,JANICE JOHNSON,,,yes,
NEW JERSEY,US HOUSE,011,JASON MUSHNICK,JASON MUSHNICK,,,yes,
NEW JERSEY,US HOUSE,011,JESSE SUTTOR,JESSE SUTTOR,,,yes,
NEW JERSEY,US HOUSE,011,JIMMY BUTLER,JIMMY BUTLER,,,yes,
